!!SBtab TableName='Parameter' TableType='Quantity' Document='E. coli central carbon metabolism - unbalanced kinetic data' SBtabVersion='1.0'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
equilibrium constant	PTS_RPTSsy		57262184	dimensionless	RPTSsy	
equilibrium constant	PGI_R02740		0.36350845	dimensionless	R02740	
equilibrium constant	PFK_R04779		1764.8694	dimensionless	R04779	
equilibrium constant	ALD_R01070		0.1889019	dimensionless	R01070	
equilibrium constant	TIM_R01015		0.10733371	dimensionless	R01015	
equilibrium constant	GAP_R01061		0.00035180468	dimensionless	R01061	
equilibrium constant	PGK_R01512		1883.7137	dimensionless	R01512	
equilibrium constant	PGM_R01518		0.1881272	dimensionless	R01518	
equilibrium constant	PGH_R00658		5.202263	dimensionless	R00658	
equilibrium constant	PYK_R00200		22335814	dimensionless	R00200	
equilibrium constant	PDH_R00209		1670759.7	dimensionless	R00209	
equilibrium constant	ZWF_R00835		12.916734	dimensionless	R00835	
equilibrium constant	GLH_R02035		20744.52	dimensionless	R02035	
equilibrium constant	PGD_R01528		12.330424	dimensionless	R01528	
equilibrium constant	RPI_R01056		2.264296	dimensionless	R01056	
equilibrium constant	RPE_R01529		3.9024941	dimensionless	R01529	
equilibrium constant	TXT_R01641		4.7316932	dimensionless	R01641	
equilibrium constant	TAL_R08575		1.3194676	dimensionless	R08575	
equilibrium constant	TXT_R01067		59.621212	dimensionless	R01067	
equilibrium constant	FBP_R00762		49007074	dimensionless	R00762	
equilibrium constant	CSN_R00351		5416530.1	dimensionless	R00351	
equilibrium constant	ACN_R01325		0.034861263	dimensionless	R01325	
equilibrium constant	ACN_R01900		1.3190957	dimensionless	R01900	
equilibrium constant	ICD_R00709		100.21644	dimensionless	R00709	
equilibrium constant	KGD_R08549		92567323	dimensionless	R08549	
equilibrium constant	SCS_R00405		0.58290232	dimensionless	R00405	
equilibrium constant	SDH_R02164		6026.7589	dimensionless	R02164	
equilibrium constant	FUM_R01082		4.0148279	dimensionless	R01082	
equilibrium constant	MDH_R00342		1.940976e-05	dimensionless	R00342	
equilibrium constant	PPC_R00345		3.7190993e-07	dimensionless	R00345	
catalytic rate constant geometric mean	PTS_RPTSsy		NaN	1/s	RPTSsy	
catalytic rate constant geometric mean	PGI_R02740		NaN	1/s	R02740	
catalytic rate constant geometric mean	PFK_R04779		NaN	1/s	R04779	
catalytic rate constant geometric mean	ALD_R01070		NaN	1/s	R01070	
catalytic rate constant geometric mean	TIM_R01015		1060.6602	1/s	R01015	
catalytic rate constant geometric mean	GAP_R01061		172.08719	1/s	R01061	
catalytic rate constant geometric mean	PGK_R01512		236.52354	1/s	R01512	
catalytic rate constant geometric mean	PGM_R01518		117.66974	1/s	R01518	
catalytic rate constant geometric mean	PGH_R00658		NaN	1/s	R00658	
catalytic rate constant geometric mean	PYK_R00200		NaN	1/s	R00200	
catalytic rate constant geometric mean	PDH_R00209		1.7083033	1/s	R00209	
catalytic rate constant geometric mean	ZWF_R00835		315.2047	1/s	R00835	
catalytic rate constant geometric mean	GLH_R02035		NaN	1/s	R02035	
catalytic rate constant geometric mean	PGD_R01528		51.87217	1/s	R01528	
catalytic rate constant geometric mean	RPI_R01056		1128.6376	1/s	R01056	
catalytic rate constant geometric mean	RPE_R01529		487.01987	1/s	R01529	
catalytic rate constant geometric mean	TXT_R01641		NaN	1/s	R01641	
catalytic rate constant geometric mean	TAL_R08575		NaN	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		NaN	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		NaN	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		69.518014	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		NaN	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		NaN	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		56.471232	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		NaN	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		95.468278	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		82.509888	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		217.26756	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		485.6488	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		NaN	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.64666009	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.59870169	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.030581258	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.050864382	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.10381729	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.18043722	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.016657922	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.016657922	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.02	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.017811853	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	1	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	NaN	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	1.003992	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	NaN	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	NaN	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.31	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.01	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	7	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.016784756	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	7	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.00066332496	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	59	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	NaN	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	NaN	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	NaN	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.027138618	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.09	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.041024383	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.08	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	NaN	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.12812311	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.12	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.48	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	0.25	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.090092484	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	NaN	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	4	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.033920097	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.034479991	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	NaN	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.037084298	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.031862242	mM	R08575	C00279
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.36	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	NaN	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.82825117	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	0.2	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.25	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.061357924	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.19745878	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	2.4	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.14142136	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	3.1464265	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.86969557	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	NaN	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.49	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.49	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	NaN	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	NaN	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	174	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.05	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.0018	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.0034641016	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	NaN	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	NaN	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.086881013	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	NaN	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	41.231056	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	NaN	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	NaN	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.19	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	2.2	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.53	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.16124515	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	1	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	NaN	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	NaN	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	NaN	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.013652535	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.13076697	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	1	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.21	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	4.9	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.084433137	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	4.9	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	NaN	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.3	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.31	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.38431493	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	1	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.73118139	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.077459667	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.027912311	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.69	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.65	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	174	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.02	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	NaN	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	NaN	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.49559808	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	7	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	NaN	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	41	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.3	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	2.2969796	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.11895397	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	4	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.28683033	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		15	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		125.62172	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		41.75	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		NaN	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		4500	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		134	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		67.158925	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		530	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		197.83576	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		67	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		37.9	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		174	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		468	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		27.456347	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		1405.8805	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		1300	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		45	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		6.44	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		69	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		NaN	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		40.499408	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		3.3	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		3.3	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		106.3	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		NaN	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		201	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		85.572486	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		409.59643	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		1034.7807	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		270	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		NaN	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		NaN	1/s	R02740	
product catalytic rate constant	PFK_R04779		NaN	1/s	R04779	
product catalytic rate constant	ALD_R01070		NaN	1/s	R01070	
product catalytic rate constant	TIM_R01015		250	1/s	R01015	
product catalytic rate constant	GAP_R01061		221	1/s	R01061	
product catalytic rate constant	PGK_R01512		833	1/s	R01512	
product catalytic rate constant	PGM_R01518		26.124843	1/s	R01518	
product catalytic rate constant	PGH_R00658		NaN	1/s	R00658	
product catalytic rate constant	PYK_R00200		NaN	1/s	R00200	
product catalytic rate constant	PDH_R00209		77	1/s	R00209	
product catalytic rate constant	ZWF_R00835		571	1/s	R00835	
product catalytic rate constant	GLH_R02035		NaN	1/s	R02035	
product catalytic rate constant	PGD_R01528		98	1/s	R01528	
product catalytic rate constant	RPI_R01056		906.06764	1/s	R01056	
product catalytic rate constant	RPE_R01529		182.45258	1/s	R01529	
product catalytic rate constant	TXT_R01641		NaN	1/s	R01641	
product catalytic rate constant	TAL_R08575		NaN	1/s	R08575	
product catalytic rate constant	TXT_R01067		NaN	1/s	R01067	
product catalytic rate constant	FBP_R00762		23.4	1/s	R00762	
product catalytic rate constant	CSN_R00351		119.32901	1/s	R00351	
product catalytic rate constant	ACN_R01325		NaN	1/s	R01325	
product catalytic rate constant	ACN_R01900		NaN	1/s	R01900	
product catalytic rate constant	ICD_R00709		30	1/s	R00709	
product catalytic rate constant	KGD_R08549		NaN	1/s	R08549	
product catalytic rate constant	SCS_R00405		45.344239	1/s	R00405	
product catalytic rate constant	SDH_R02164		79.556898	1/s	R02164	
product catalytic rate constant	FUM_R01082		115.24806	1/s	R01082	
product catalytic rate constant	MDH_R00342		227.92729	1/s	R00342	
product catalytic rate constant	PPC_R00345		NaN	1/s	R00345	
molecular mass		_S__Malate	134	Da		C00149
molecular mass		Acetyl_CoA	810	Da		C00024
molecular mass		Fumarate	116	Da		C00122
molecular mass		cis_Aconitate	174	Da		C00417
molecular mass		_6_Phospho_D_gluconate	276	Da		C00345
molecular mass		Orthophosphate	98	Da		C00009
molecular mass		Pyruvate	88	Da		C00022
molecular mass		NADPplus	744	Da		C00006
molecular mass		NADPH	745	Da		C00005
molecular mass		NADH	665	Da		C00004
molecular mass		NADplus	664	Da		C00003
molecular mass		ATP	507	Da		C00002
molecular mass		H2O	NaN	Da		C00001
molecular mass		_2_Oxoglutarate	146	Da		C00026
molecular mass		Oxaloacetate	132	Da		C00036
molecular mass		Ubiquinone	318	Da		C00399
molecular mass		D_Erythrose_4_phosphate	200	Da		C00279
molecular mass		Ubiquinol	320	Da		C00390
molecular mass		ADP	427	Da		C00008
molecular mass		Isocitrate	192	Da		C00311
molecular mass		D_Ribulose_5_phosphate	230	Da		C00199
molecular mass		D_Xylulose_5_phosphate	230	Da		C00231
molecular mass		D_Glucose_6_phosphate	260	Da		C00092
molecular mass		_3_Phospho_D_glyceroyl_phosphate	266	Da		C00236
molecular mass		CoA	768	Da		C00010
molecular mass		CO2	44	Da		C00011
molecular mass		D_Ribose_5_phosphate	230	Da		C00117
molecular mass		Glycerone_phosphate	170	Da		C00111
molecular mass		D_Glucose	180	Da		C00031
molecular mass		D_Fructose_1_6_bisphosphate	340	Da		C00354
molecular mass		D_Glyceraldehyde_3_phosphate	170	Da		C00118
molecular mass		Phosphoenolpyruvate	168	Da		C00074
molecular mass		Citrate	192	Da		C00158
molecular mass		Succinyl_CoA	868	Da		C00091
molecular mass		_3_Phospho_D_glycerate	186	Da		C00197
molecular mass		D_Glucono_1_5_lactone_6_phosphate	258	Da		C01236
molecular mass		D_Fructose_6_phosphate	260	Da		C00085
molecular mass		_2_Phospho_D_glycerate	186	Da		C00631
molecular mass		Succinate	118	Da		C00042
molecular mass		Sedoheptulose_7_phosphate	290	Da		C05382
protein molecular mass	PTS_RPTSsy		255848	Da	RPTSsy	
protein molecular mass	PGI_R02740		61530	Da	R02740	
protein molecular mass	PFK_R04779		139360	Da	R04779	
protein molecular mass	ALD_R01070		39147	Da	R01070	
protein molecular mass	TIM_R01015		53940	Da	R01015	
protein molecular mass	GAP_R01061		35530	Da	R01061	
protein molecular mass	PGK_R01512		41120	Da	R01512	
protein molecular mass	PGM_R01518		28556	Da	R01518	
protein molecular mass	PGH_R00658		45650	Da	R00658	
protein molecular mass	PYK_R00200		50000	Da	R00200	
protein molecular mass	PDH_R00209		282880	Da	R00209	
protein molecular mass	ZWF_R00835		55700	Da	R00835	
protein molecular mass	GLH_R02035		36310	Da	R02035	
protein molecular mass	PGD_R01528		102960	Da	R01528	
protein molecular mass	RPI_R01056		19466	Da	R01056	
protein molecular mass	RPE_R01529		24554	Da	R01529	
protein molecular mass	TXT_R01641		73043	Da	R01641	
protein molecular mass	TAL_R08575		35219	Da	R08575	
protein molecular mass	TXT_R01067		73043	Da	R01067	
protein molecular mass	FBP_R00762		36834	Da	R00762	
protein molecular mass	CSN_R00351		96020	Da	R00351	
protein molecular mass	ACN_R01325		95588	Da	R01325	
protein molecular mass	ACN_R01900		95588	Da	R01900	
protein molecular mass	ICD_R00709		45760	Da	R00709	
protein molecular mass	KGD_R08549		1209180	Da	R08549	
protein molecular mass	SCS_R00405		71170	Da	R00405	
protein molecular mass	SDH_R02164		792299	Da	R02164	
protein molecular mass	FUM_R01082		60000	Da	R01082	
protein molecular mass	MDH_R00342		32337	Da	R00342	
protein molecular mass	PPC_R00345		198120	Da	R00345	
!!SBtab DocumentName='E. coli central carbon metabolism - unbalanced kinetic data' TableName='ConcentrationData' TableType='Quantity' Unit='mM' SBtabVersion='1.0'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
concentration		_S__Malate	1.6853424			C00149
concentration		Acetyl_CoA	606			C00024
concentration		Fumarate	0.54824225			C00122
concentration		cis_Aconitate	0.0161			C00417
concentration		_6_Phospho_D_gluconate	0.27853881			C00345
concentration		Orthophosphate	NaN			C00009
concentration		Pyruvate	1.4051541			C00022
concentration		NADPplus	0.011288198			C00006
concentration		NADPH	0.11389157			C00005
concentration		NADH	0.02741513			C00004
concentration		NADplus	2.1128133			C00003
concentration		ATP	3.4491395			C00002
concentration		H2O	NaN			C00001
concentration		_2_Oxoglutarate	0.6369486			C00026
concentration		Oxaloacetate	NaN			C00036
concentration		Ubiquinone	NaN			C00399
concentration		D_Erythrose_4_phosphate	0.026636791			C00279
concentration		Ubiquinol	NaN			C00390
concentration		ADP	0.60461237			C00008
concentration		Isocitrate	0.008160872			C00311
concentration		D_Ribulose_5_phosphate	0.65875602			C00199
concentration		D_Xylulose_5_phosphate	0.59461428			C00231
concentration		D_Glucose_6_phosphate	0.94916067			C00092
concentration		_3_Phospho_D_glyceroyl_phosphate	0.050794221			C00236
concentration		CoA	1.37			C00010
concentration		CO2	NaN			C00011
concentration		D_Ribose_5_phosphate	0.23022876			C00117
concentration		Glycerone_phosphate	1.3202889			C00111
concentration		D_Glucose	17363			C00031
concentration		D_Fructose_1_6_bisphosphate	1.1609581			C00354
concentration		D_Glyceraldehyde_3_phosphate	NaN			C00118
concentration		Phosphoenolpyruvate	0.35315771			C00074
concentration		Citrate	0.7028625			C00158
concentration		Succinyl_CoA	233			C00091
concentration		_3_Phospho_D_glycerate	0.79582005			C00197
concentration		D_Glucono_1_5_lactone_6_phosphate	NaN			C01236
concentration		D_Fructose_6_phosphate	0.33596722			C00085
concentration		_2_Phospho_D_glycerate	NaN			C00631
concentration		Succinate	1.1853254			C00042
concentration		Sedoheptulose_7_phosphate	NaN			C05382
%						
!!SBtab DocumentName='E. coli central carbon metabolism - unbalanced kinetic data' TableName='EnzymeData' TableType='Quantity' Unit='mM' SBtabVersion='1.0'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
concentration of enzyme	PTS_RPTSsy		0.022041994		RPTSsy	
concentration of enzyme	PGI_R02740		0.0076401396		R02740	
concentration of enzyme	PFK_R04779		0.0039637064		R04779	
concentration of enzyme	ALD_R01070		0.036878909		R01070	
concentration of enzyme	TIM_R01015		0.012351088		R01015	
concentration of enzyme	GAP_R01061		0.078183154		R01061	
concentration of enzyme	PGK_R01512		0.066486318		R01512	
concentration of enzyme	PGM_R01518		0.025035945		R01518	
concentration of enzyme	PGH_R00658		0.060028482		R00658	
concentration of enzyme	PYK_R00200		0.017940462		R00200	
concentration of enzyme	PDH_R00209		0.0096560338		R00209	
concentration of enzyme	ZWF_R00835		0.002049105		R00835	
concentration of enzyme	GLH_R02035		0.0029922911		R02035	
concentration of enzyme	PGD_R01528		0.023413599		R01528	
concentration of enzyme	RPI_R01056		0.0045797663		R01056	
concentration of enzyme	RPE_R01529		0.00087012239		R01529	
concentration of enzyme	TXT_R01641		0.007699919		R01641	
concentration of enzyme	TAL_R08575		0.020051007		R08575	
concentration of enzyme	TXT_R01067		0.007699919		R01067	
concentration of enzyme	FBP_R00762		NaN		R00762	
concentration of enzyme	CSN_R00351		0.016059072		R00351	
concentration of enzyme	ACN_R01325		0.0136		R01325	
concentration of enzyme	ACN_R01900		0.013601474		R01900	
concentration of enzyme	ICD_R00709		0.055910345		R00709	
concentration of enzyme	KGD_R08549		0.0028328794		R08549	
concentration of enzyme	SCS_R00405		0.010316928		R00405	
concentration of enzyme	SDH_R02164		0.0014280635		R02164	
concentration of enzyme	FUM_R01082		0.0030969051		R01082	
concentration of enzyme	MDH_R00342		0.088237717		R00342	
concentration of enzyme	PPC_R00345		0.0060327379		R00345	
